t_pre,t_test,t_train,t_CAV,t_HDV_pre,t_HDV_test,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl
4.19688888888889,4.295814814814815,4.369672504025764,4.4277797906602245,4.190284487385936,4.207838164251208,0.9503268823637181,0.9463624402064325,0.9958283384055968,31.3596,31.0572,2.143374,2.1686979999999996,0.0,1.03975845410628,0.5421631776704241,1.7861513687600643,15.801207729468599,0.017899087493290396,0.3681815619967794,-0.001388888888868678
