t_pre,t_test,t_train,t_CAV,t_HDV_pre,t_HDV_test,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl
4.19688888888889,4.260644122383253,4.465538164251208,4.328421900161031,4.190284487385936,4.2154589371980675,0.97390204430886,0.9680859639006182,0.9940280642778924,31.3596,30.924,2.143374,2.13575,0.0,2.167745571658615,1.6411433172302738,2.957648953301127,28.140032206119162,0.03996376811594203,0.5263050187869028,0.0013526570048725262
