t_pre,t_test,t_train,t_CAV,t_HDV_pre,t_HDV_test,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl
4.247518518518519,4.3393719806763285,4.381411594202899,4.40499194847021,4.249959742351047,4.295625335480408,0.9751721196612441,0.9648053372326812,0.989369279310237,31.078799999999998,30.45600000000001,2.144875,2.1403300000000005,0.0,1.0384702093397746,0.567740203972088,1.7445652173913044,15.226376811594204,0.020511719448917522,0.28644860440150294,-0.0023188405797327505
