iteration,agent_id,loss,reward,ema_reward,entropy
1,fleet_shared,-0.01385022234171629,-4.853462157809984,-4.853462157809984,1.3850222826004028
2,fleet_shared,25.98571014404297,-4.8057165861513695,-4.8510748792270535,1.385676383972168
3,fleet_shared,-24.989055633544922,-4.8969404186795495,-4.853368156199678,1.3856732845306396
4,fleet_shared,9.687329292297363,-4.835587761674717,-4.85247913647343,1.3856251239776611
5,fleet_shared,17.166135787963867,-4.8209339774557165,-4.850901878522544,1.3857200145721436
6,fleet_shared,7.066884517669678,-4.837922705314009,-4.850252919862117,1.385696291923523
7,fleet_shared,-3.1884078979492188,-4.856078904991949,-4.850544219118609,1.3851460218429565
8,fleet_shared,-5.436567783355713,-4.8605072463768115,-4.851042370481519,1.3849990367889404
9,fleet_shared,-27.419633865356445,-4.901368760064412,-4.853558689960663,1.3850629329681396
10,fleet_shared,-2.7870779037475586,-4.858655394524959,-4.853813525188878,1.3856289386749268
11,fleet_shared,-3.0466561317443848,-4.859380032206119,-4.8540918505397395,1.3855717182159424
12,fleet_shared,-20.8909912109375,-4.892431561996779,-4.856008836112591,1.385542392730713
13,fleet_shared,-21.70252227783203,-4.895772946859903,-4.8579970416499565,1.3854405879974365
14,fleet_shared,6.9242963790893555,-4.845249597423511,-4.857359669438634,1.3851616382598877
15,fleet_shared,-29.97550392150879,-4.91243961352657,-4.860113666643031,1.3848224878311157
16,fleet_shared,2.902752161026001,-4.85475040257649,-4.859845503439703,1.385477066040039
17,fleet_shared,-40.58647537231445,-4.934178743961353,-4.863562165465785,1.3848365545272827
18,fleet_shared,18.025184631347656,-4.830475040257649,-4.861907809205378,1.3854408264160156
19,fleet_shared,4.106698513031006,-4.854347826086957,-4.861529810049457,1.3854284286499023
20,fleet_shared,-31.355764389038086,-4.919082125603865,-4.864407425827177,1.3853784799575806
21,fleet_shared,-6.392776012420654,-4.87608695652174,-4.8649914023619045,1.3854044675827026
22,fleet_shared,-4.922224044799805,-4.873993558776167,-4.865441510182618,1.3854650259017944
23,fleet_shared,15.097105979919434,-4.837681159420289,-4.864053492644501,1.3854666948318481
24,fleet_shared,-12.197382926940918,-4.886392914653785,-4.865170463744966,1.3854994773864746
25,fleet_shared,21.804946899414062,-4.825080515297906,-4.863165966322613,1.3854870796203613
