episode,instability_humans,instability_CAVs,avg_time_lost,time_excess
205,621,414,92.8,
210,0,306,93.14,
215,0,298,94.95,
220,0,328,93.19,
225,0,312,93.67,
230,0,310,91.33999999999999,
235,0,300,92.35,
240,0,301,94.44,
245,0,312,93.11999999999999,
250,0,315,94.09,
255,0,303,94.62,
260,0,293,92.07,
265,0,316,94.82000000000001,
270,0,294,92.66,
275,0,298,91.27,
280,0,294,92.31,
285,0,298,93.57,
290,0,285,93.4,
295,0,288,93.86,
300,0,294,90.94000000000001,
305,0,284,92.47,
310,0,285,95.03999999999999,
315,0,286,92.47,
320,0,278,92.58,
325,0,268,92.78999999999999,
330,0,268,93.35000000000001,
335,0,272,93.86,
340,0,261,93.36,
345,0,237,93.45,
350,0,253,91.17999999999999,
355,0,238,91.56,
360,0,240,94.89,
365,0,249,93.27000000000001,
370,0,235,93.46000000000001,
375,0,227,91.38000000000001,
380,0,245,92.31,
385,0,242,92.21,
390,0,236,94.07,
395,0,237,91.86,
400,0,220,93.39,
405,0,218,93.11,
410,0,215,92.92999999999999,
415,0,222,92.03,
420,0,217,93.34,
425,0,220,93.57,
430,0,216,91.55999999999999,
435,0,222,93.66,
440,0,223,92.14,
445,0,237,93.1,
450,0,230,92.35000000000001,
455,0,235,92.27,
460,0,210,94.05,
465,0,219,92.63,
470,0,222,93.12,
475,0,231,91.22999999999999,
480,0,228,93.08,
485,0,204,92.02,
490,0,229,92.91,
495,0,217,93.28999999999999,
500,0,215,93.28,
505,0,223,94.33,
510,0,208,93.47,
515,0,195,91.95,
520,0,203,92.74,
525,0,213,94.07,
530,0,210,93.27000000000001,
535,0,210,94.67,
540,0,196,92.67,
545,0,194,92.14999999999999,
550,0,209,93.41,
555,0,202,92.58,
560,0,206,92.27000000000001,
565,0,192,92.45,
570,0,193,92.16000000000001,
575,0,198,92.14,
580,0,189,92.54,
585,0,202,91.85,
590,0,196,92.88,
595,0,186,91.09,
600,0,188,91.69,
605,0,192,92.19000000000001,
610,0,177,93.22,
615,0,188,92.74,
620,0,202,91.76,
625,0,173,92.89999999999999,
630,0,178,93.63000000000001,
635,0,173,93.27,
640,0,184,92.41,
645,0,156,95.01,
650,0,163,93.55,
655,0,168,91.72,
660,0,163,94.41,
665,0,174,94.82000000000001,
670,0,153,91.48,
675,0,159,92.17999999999999,
680,0,153,91.45,
685,0,152,92.46000000000001,
690,0,158,93.74,
695,0,147,91.14,
700,0,165,92.66,
705,0,129,94.01,
710,0,0,94.01,
715,0,0,94.01,
720,0,0,94.01,
725,0,0,94.01,
730,0,0,94.01,
735,0,0,94.01,
740,0,0,94.01,
745,0,0,94.01,
750,0,0,94.01,
755,0,0,94.01,
760,0,0,94.01,
765,0,0,94.01,
770,0,0,94.01,
775,0,0,94.01,
780,0,0,94.01,
785,0,0,94.01,
790,0,0,94.01,
795,0,0,94.01,
800,0,0,94.01,
