iteration,agent_id,loss,reward,ema_reward,entropy
1,fleet_shared,-0.06928190588951111,-4.763768115942029,-4.763768115942029,1.3856381177902222
2,fleet_shared,-47.59016799926758,-4.8510064412238325,-4.768130032206119,1.3859158754348755
3,fleet_shared,-81.33872985839844,-4.91719001610306,-4.7755830314009655,1.385980486869812
4,fleet_shared,-97.19730377197266,-4.953582930756844,-4.784483026368759,1.385948896408081
5,fleet_shared,-269.7325744628906,-5.279307568438003,-4.809224253472221,1.3858855962753296
6,fleet_shared,-10.358564376831055,-4.828099838969405,-4.810168032747081,1.3858380317687988
7,fleet_shared,-56.058746337890625,-4.912842190016104,-4.815301740610531,1.3857303857803345
8,fleet_shared,-37.50269317626953,-4.883896940418679,-4.818731500600938,1.385689377784729
9,fleet_shared,-19.773866653442383,-4.854951690821257,-4.820542510111954,1.385608434677124
10,fleet_shared,-14.51901912689209,-4.847061191626409,-4.821868444187677,1.3854835033416748
11,fleet_shared,-47.20337677001953,-4.908615136876006,-4.826205778822093,1.3853874206542969
12,fleet_shared,-35.09849548339844,-4.890418679549114,-4.829416423858444,1.3853254318237305
13,fleet_shared,-53.69145202636719,-4.927938808373591,-4.834342543084201,1.385209083557129
14,fleet_shared,-64.21449279785156,-4.9517310789049915,-4.840211969875241,1.3851796388626099
15,fleet_shared,-33.68743133544922,-4.901851851851852,-4.84329396397407,1.3850681781768799
16,fleet_shared,-54.86626052856445,-4.943921095008051,-4.848325320525769,1.384860873222351
17,fleet_shared,-0.7837188839912415,-4.84963768115942,-4.848390938557451,1.3847692012786865
18,fleet_shared,-20.05645751953125,-4.885064412238325,-4.850224612241494,1.3845170736312866
19,fleet_shared,-15.430588722229004,-4.878462157809984,-4.851636489519918,1.38442063331604
20,fleet_shared,23.91843032836914,-4.807648953301127,-4.849437112708978,1.3842792510986328
21,fleet_shared,-14.554332733154297,-4.876127214170692,-4.850771617782064,1.3841009140014648
22,fleet_shared,-12.858717918395996,-4.87427536231884,-4.851946805008902,1.383991003036499
23,fleet_shared,-3.4604732990264893,-4.858172302737521,-4.852258079895333,1.383874535560608
24,fleet_shared,3.9035277366638184,-4.844967793880837,-4.851893565594608,1.3837823867797852
25,fleet_shared,-2.405543565750122,-4.856199677938808,-4.852108871211818,1.3836493492126465
26,fleet_shared,-7.519032955169678,-4.865821256038647,-4.852794490453159,1.383546233177185
27,fleet_shared,-24.37405776977539,-4.8974235104669885,-4.85502594145385,1.383468508720398
28,fleet_shared,23.291465759277344,-4.811996779388084,-4.852874483350561,1.383362054824829
29,fleet_shared,-5.45817756652832,-4.862761674718196,-4.853368842918943,1.3832343816757202
30,fleet_shared,-28.171506881713867,-4.904911433172303,-4.855945972431611,1.3830958604812622
31,fleet_shared,-9.693828582763672,-4.8736714975845405,-4.856832248689257,1.3829426765441895
32,fleet_shared,-37.73749923706055,-4.926127214170692,-4.860296996963328,1.382802128791809
33,fleet_shared,15.24068832397461,-4.832045088566828,-4.858884401543502,1.382574439048767
34,fleet_shared,-8.050033569335938,-4.873550724637681,-4.85961771769821,1.382333755493164
35,fleet_shared,-13.25766658782959,-4.883816425120773,-4.860827653069339,1.3822331428527832
36,fleet_shared,22.440114974975586,-4.819243156199677,-4.858748428225855,1.3820030689239502
37,fleet_shared,39.125885009765625,-4.786513687600644,-4.855136691194595,1.381745457649231
38,fleet_shared,7.150626182556152,-4.841867954911433,-4.854473254380436,1.38144850730896
39,fleet_shared,7.165592670440674,-4.841183574879227,-4.853808770405376,1.3813269138336182
40,fleet_shared,-56.53107833862305,-4.956682769726248,-4.8589524703714195,1.3810534477233887
41,fleet_shared,-17.416309356689453,-4.890821256038647,-4.860545909654781,1.380591630935669
42,fleet_shared,18.816112518310547,-4.8256441223832525,-4.858800820291204,1.3798394203186035
43,fleet_shared,6.6555705070495605,-4.84645732689211,-4.858183645621249,1.3793373107910156
44,fleet_shared,-8.334653854370117,-4.873349436392914,-4.858941935159833,1.3786700963974
45,fleet_shared,57.16244125366211,-4.752616747181964,-4.853625675760939,1.3779895305633545
46,fleet_shared,14.291565895080566,-4.827133655394524,-4.852301074742618,1.377117395401001
47,fleet_shared,30.009441375732422,-4.796618357487923,-4.8495169388798836,1.3763316869735718
48,fleet_shared,-3.923527479171753,-4.856642512077295,-4.849873217539754,1.375591516494751
49,fleet_shared,19.604198455810547,-4.8136070853462165,-4.848059910930076,1.3747202157974243
50,fleet_shared,26.18277359008789,-4.799516908212561,-4.8456327607942,1.373871922492981
51,fleet_shared,11.862970352172852,-4.823550724637681,-4.844528658986374,1.3731529712677002
52,fleet_shared,4.963409900665283,-4.835265700483092,-4.84406551106121,1.372651219367981
53,fleet_shared,8.321218490600586,-4.828421900161031,-4.843283330516201,1.3720511198043823
54,fleet_shared,5.618630886077881,-4.832729468599035,-4.842755637420343,1.3715782165527344
55,fleet_shared,29.62676239013672,-4.787560386473429,-4.839995874872997,1.3708659410476685
56,fleet_shared,9.963623046875,-4.821497584541063,-4.8390709603564,1.3705564737319946
57,fleet_shared,-27.045122146606445,-4.888687600644123,-4.841551792370786,1.3700618743896484
58,fleet_shared,-2.7772021293640137,-4.846578099838969,-4.8418031077441945,1.3694590330123901
59,fleet_shared,-1.1265431642532349,-4.843760064412238,-4.8419009555775965,1.368965744972229
