t_pre,t_test,t_train,t_CAV,t_HDV_pre,t_HDV_test,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl
4.1737101449275364,4.282012882447665,4.372396779388083,4.327979066022545,4.217313472893182,4.2513687600644126,0.9822988270531221,0.9744301921425269,0.9919895711021045,31.352400000000006,30.851999999999997,2.133183,2.1289100000000007,0.0,1.0857165861513687,0.5676060118089103,1.8628824476650565,22.034718196457327,0.02419238683127572,0.4227680488459474,-0.0007729468599109168
