episode,instability_humans,instability_CAVs,avg_time_lost,time_excess
205,621,414,91.46,
210,0,315,93.28,
215,0,287,93.85000000000001,
220,0,320,92.5,
225,0,304,92.52,
230,0,311,93.66,
235,0,307,93.69,
240,0,299,94.99,
245,0,313,92.33000000000001,
250,0,321,93.22,
255,0,302,91.14999999999999,
260,0,309,93.14,
265,0,313,94.41,
270,0,306,94.10000000000001,
275,0,311,94.03,
280,0,316,92.17999999999999,
285,0,316,91.71000000000001,
290,0,302,93.19,
295,0,298,93.67,
300,0,310,91.56,
305,0,302,93.76,
310,0,319,94.64,
315,0,330,92.58999999999999,
320,0,318,92.73,
325,0,304,94.35,
330,0,310,91.89,
335,0,312,92.88,
340,0,307,92.63,
345,0,315,93.29,
350,0,306,92.88000000000001,
355,0,312,91.57,
360,0,299,93.78,
365,0,293,93.36999999999999,
370,0,314,93.27,
375,0,305,93.24,
380,0,295,92.74000000000001,
385,0,287,93.83,
390,0,302,93.23,
395,0,298,94.35,
400,0,294,92.53,
405,0,307,92.22,
410,0,288,93.52,
415,0,296,93.43,
420,0,292,94.0,
425,0,300,91.5,
430,0,300,90.62,
435,0,289,91.26,
440,0,294,92.67,
445,0,289,92.4,
450,0,299,92.2,
455,0,287,91.07,
460,0,295,94.64,
465,0,296,92.03999999999999,
470,0,292,92.38,
475,0,294,92.25,
480,0,277,91.22999999999999,
485,0,282,93.03,
490,0,276,92.87,
495,0,278,91.55000000000001,
500,0,286,92.87,
505,0,275,92.19,
510,0,277,91.27,
515,0,283,93.5,
520,0,276,92.51,
525,0,274,93.75999999999999,
530,0,282,92.38,
535,0,270,91.36999999999999,
540,0,266,92.91,
545,0,277,92.64,
550,0,274,91.68,
555,0,278,92.85000000000001,
560,0,249,93.02,
565,0,262,93.87,
570,0,264,91.24,
575,0,265,93.06,
580,0,265,92.17,
585,0,256,93.32,
590,0,268,94.28,
595,0,260,92.0,
600,0,255,92.61,
605,0,269,93.46000000000001,
610,0,260,93.80000000000001,
615,0,262,92.65,
620,0,260,94.36,
625,0,262,92.22,
630,0,260,92.83,
635,0,252,92.56,
640,0,248,93.2,
645,0,242,94.23,
650,0,247,92.01,
655,0,237,91.75,
660,0,239,92.28999999999999,
665,0,244,93.08,
670,0,235,91.9,
675,0,226,93.3,
680,0,237,93.14,
685,0,223,91.42,
690,0,246,91.33,
695,0,253,92.44,
700,0,244,94.35,
705,0,180,95.16,
710,0,0,95.16,
715,0,0,95.16,
720,0,0,95.16,
725,0,0,95.16,
730,0,0,95.16,
735,0,0,95.16,
740,0,0,95.16,
745,0,0,95.16,
750,0,0,95.16,
755,0,0,95.16,
760,0,0,95.16,
765,0,0,95.16,
770,0,0,95.16,
775,0,0,95.16,
780,0,0,95.16,
785,0,0,95.16,
790,0,4,95.13000000000001,
795,0,0,95.13000000000001,
800,0,0,95.13000000000001,
