episode,instability_humans,instability_CAVs,avg_time_lost,time_excess
205,621,414,91.3,
210,0,313,92.9,
215,0,289,94.66,
220,0,321,92.5,
225,0,306,92.04,
230,0,313,93.51,
235,0,309,92.67999999999999,
240,0,298,94.31,
245,0,313,91.67999999999999,
250,0,321,92.66000000000001,
255,0,302,92.08,
260,0,311,92.19,
265,0,314,93.44,
270,0,305,91.89,
275,0,310,92.75,
280,0,317,92.95,
285,0,316,92.53999999999999,
290,0,305,92.1,
295,0,295,92.67,
300,0,312,90.55000000000001,
305,0,294,92.31,
310,0,323,93.2,
315,0,329,92.94,
320,0,321,91.24,
325,0,303,94.78999999999999,
330,0,310,92.07000000000001,
335,0,307,93.35,
340,0,304,93.89999999999999,
345,0,313,93.14,
350,0,301,92.47,
355,0,298,92.19999999999999,
360,0,300,94.02,
365,0,278,93.44,
370,0,298,92.19,
375,0,278,91.33999999999999,
380,0,265,90.82000000000001,
385,0,266,93.3,
390,0,269,93.03999999999999,
395,0,265,94.03,
400,0,245,92.69,
405,0,261,93.72999999999999,
410,0,237,116.39999999999999,
415,0,267,93.10000000000001,
420,0,266,92.98,
425,0,264,90.66,
430,0,278,90.50999999999999,
435,0,256,91.06,
440,0,266,92.39999999999999,
445,0,256,92.81,
450,0,271,93.98,
455,0,266,91.57000000000001,
460,0,260,93.68,
465,0,255,92.37,
470,0,257,91.68,
475,0,237,92.03,
480,0,229,92.04,
485,0,235,91.98,
490,0,230,93.55,
495,0,233,91.13,
500,0,221,93.32000000000001,
505,0,205,91.8,
510,0,205,92.48,
515,0,221,95.1,
520,0,212,92.77,
525,0,202,91.89,
530,0,211,93.13000000000001,
535,0,202,92.22,
540,0,190,92.23,
545,0,200,92.67999999999999,
550,0,196,92.37,
555,0,197,93.97,
560,0,187,92.56,
565,0,188,93.96000000000001,
570,0,203,91.82,
575,0,205,94.84,
580,0,189,92.67,
585,0,192,92.22999999999999,
590,0,195,93.9,
595,0,182,91.56,
600,0,176,93.32000000000001,
605,0,196,94.71000000000001,
610,0,204,93.96,
615,0,193,92.58,
620,0,186,93.41,
625,0,201,92.69,
630,0,196,94.19999999999999,
635,0,198,92.77000000000001,
640,0,180,93.4,
645,0,177,93.02,
650,0,188,93.22999999999999,
655,0,213,92.9,
660,0,198,92.05,
665,0,201,94.0,
670,0,187,93.02000000000001,
675,0,180,93.11999999999999,
680,0,181,92.81,
685,0,188,91.32000000000001,
690,0,202,92.07,
695,0,213,92.24,
700,0,186,93.08000000000001,
705,0,135,95.17,
710,0,0,95.17,
715,0,0,95.17,
720,0,0,95.17,
725,0,0,95.17,
730,0,0,95.17,
735,0,0,95.17,
740,0,0,95.17,
745,0,0,95.17,
750,0,0,95.17,
755,0,0,95.17,
760,0,0,95.17,
765,0,0,95.17,
770,0,0,95.17,
775,0,0,95.17,
780,0,0,95.17,
785,0,0,95.17,
790,0,0,95.17,
795,0,0,95.17,
800,0,0,95.17,
