t_pre,t_test,t_train,t_CAV,t_HDV_pre,t_HDV_test,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl
4.19688888888889,4.304283413848632,4.351195652173913,4.428582930756844,4.190284487385936,4.221417069243156,0.953220733414541,0.946190813834397,0.9926250874181448,31.3596,30.78000000000001,2.143374,2.1452399999999994,0.0,1.365475040257649,0.8589103596349973,2.1253220611916266,17.578566827697262,0.028496600465199508,0.32347524154589374,0.0029951690821690136
