t_pre,t_test,t_train,t_CAV,t_HDV_pre,t_HDV_test,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl
4.247518518518519,4.319774557165862,4.3729283413848625,4.368558776167472,4.249959742351047,4.287251744498121,0.9813881337449508,0.9728516794913146,0.991301653280582,31.078799999999998,30.564000000000007,2.144875,2.13739,0.0,1.0098228663446054,0.5389157273215245,1.7161835748792271,13.986103059581321,0.016942431561996783,0.26596349973161565,0.0035265700482227658
