t_pre,t_test,t_train,t_CAV,t_HDV_pre,t_HDV_test,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl
4.19688888888889,4.30365539452496,4.393974879227054,4.421497584541062,4.190284487385936,4.225093934514224,0.9555798355033537,0.9477070624298158,0.9917612607748353,31.3596,30.743999999999993,2.143374,2.1465199999999993,0.0,1.6856682769726248,1.1526301663982823,2.4852254428341385,21.843929146537842,0.029224592950438368,0.4112449677938808,0.0006763285024931065
