iteration,agent_id,loss,reward,ema_reward,entropy
1,fleet_shared,-0.13855956494808197,-4.8441626409017715,-4.8441626409017715,1.385595679283142
2,fleet_shared,47.131690979003906,-4.757367149758455,-4.839822866344606,1.3859765529632568
3,fleet_shared,-0.748638927936554,-4.8409420289855065,-4.83987882447665,1.385934829711914
4,fleet_shared,-29.88650131225586,-4.894404186795492,-4.842605092592592,1.385568380355835
5,fleet_shared,31.164813995361328,-4.785144927536232,-4.839732084339774,1.385804295539856
6,fleet_shared,4.292172908782959,-4.831602254428342,-4.839325592844202,1.3856545686721802
7,fleet_shared,-20.140626907348633,-4.876006441223833,-4.841159635263183,1.385704755783081
8,fleet_shared,8.631662368774414,-4.825040257648952,-4.84035366638247,1.3855316638946533
9,fleet_shared,12.269679069519043,-4.817592592592592,-4.839215612692977,1.3854395151138306
10,fleet_shared,14.775932312011719,-4.811795491143317,-4.837844606615493,1.385166883468628
11,fleet_shared,30.648014068603516,-4.781400966183575,-4.835022424593897,1.3849047422409058
12,fleet_shared,3.671790838241577,-4.828059581320451,-4.834674282430225,1.3850035667419434
13,fleet_shared,0.06563770771026611,-4.834299516908213,-4.834655544154124,1.3847107887268066
14,fleet_shared,10.344982147216797,-4.815378421900161,-4.8336916880414265,1.3844269514083862
15,fleet_shared,-6.405617713928223,-4.845209339774557,-4.834267570628082,1.3843762874603271
16,fleet_shared,16.392093658447266,-4.803985507246377,-4.832753467458997,1.3842161893844604
17,fleet_shared,33.044769287109375,-4.771859903381642,-4.829708789255129,1.3842366933822632
18,fleet_shared,12.166571617126465,-4.807165861513687,-4.828581642868056,1.3841478824615479
19,fleet_shared,19.9459285736084,-4.79170692431562,-4.826737906940434,1.3841884136199951
20,fleet_shared,-6.93049955368042,-4.839170692431562,-4.827359546214991,1.3841116428375244
21,fleet_shared,49.969444274902344,-4.735225442834139,-4.822752841045948,1.384230136871338
22,fleet_shared,5.984431743621826,-4.811513687600645,-4.822190883373683,1.3841614723205566
23,fleet_shared,-25.98269271850586,-4.8694847020933985,-4.824555574309668,1.3841028213500977
