iteration,agent_id,loss,reward,ema_reward,entropy
1,fleet_shared,-0.06929849833250046,-4.852133655394526,-4.852133655394526,1.3859699964523315
2,fleet_shared,26.356369018554688,-4.803663446054751,-4.849710144927537,1.3861156702041626
3,fleet_shared,-31.00699234008789,-4.906481481481482,-4.852548711755234,1.3861198425292969
4,fleet_shared,13.40723705291748,-4.827858293075685,-4.851314190821256,1.3861122131347656
5,fleet_shared,2.335611581802368,-4.846900161030596,-4.851093489331722,1.3861095905303955
6,fleet_shared,5.6685566902160645,-4.840579710144927,-4.8505678003723816,1.3861232995986938
7,fleet_shared,-3.2244319915771484,-4.856360708534621,-4.850857445780493,1.3860019445419312
8,fleet_shared,2.3508081436157227,-4.846417069243156,-4.850635426953626,1.386125087738037
9,fleet_shared,-23.99723243713379,-4.894565217391304,-4.85283191647551,1.3861249685287476
10,fleet_shared,-11.619465827941895,-4.87403381642512,-4.85389201147299,1.386136531829834
11,fleet_shared,6.9048542976379395,-4.841103059581321,-4.8532525638784065,1.3861383199691772
12,fleet_shared,-15.019291877746582,-4.880716586151369,-4.854625764992055,1.3859120607376099
13,fleet_shared,-27.50830078125,-4.904911433172303,-4.857140048401067,1.386138677597046
14,fleet_shared,4.853657245635986,-4.848107890499195,-4.856688440505974,1.3861418962478638
15,fleet_shared,2.743835687637329,-4.8515297906602255,-4.856430508013687,1.386028528213501
16,fleet_shared,6.333358287811279,-4.8446859903381645,-4.85584328212991,1.3861523866653442
17,fleet_shared,-38.871978759765625,-4.927053140096619,-4.859403775028245,1.3861517906188965
18,fleet_shared,22.935626983642578,-4.817190016103059,-4.8572930870819855,1.386164665222168
19,fleet_shared,1.272216796875,-4.854830917874397,-4.857169978621606,1.3861539363861084
20,fleet_shared,-20.041061401367188,-4.893800322061191,-4.859001495793585,1.3861546516418457
21,fleet_shared,-0.2318120300769806,-4.859299516908212,-4.859016396849316,1.3861362934112549
22,fleet_shared,-7.867441654205322,-4.873309178743961,-4.859731035944048,1.3861581087112427
23,fleet_shared,2.337354898452759,-4.855314009661836,-4.8595101846299364,1.38615882396698
24,fleet_shared,-9.510355949401855,-4.8768115942028984,-4.860375255108584,1.386163353919983
25,fleet_shared,19.087722778320312,-4.825201288244767,-4.858616556765393,1.386164665222168
26,fleet_shared,-8.16108512878418,-4.873470209339774,-4.859359239394112,1.386156439781189
27,fleet_shared,17.786352157592773,-4.826610305958132,-4.857721792722312,1.3861488103866577
28,fleet_shared,0.5847800374031067,-4.856521739130435,-4.857661790042719,1.3861438035964966
29,fleet_shared,-23.667787551879883,-4.900885668276972,-4.859822983954431,1.3860230445861816
30,fleet_shared,3.725493907928467,-4.852858293075684,-4.859474749410493,1.3861523866653442
31,fleet_shared,-20.430612564086914,-4.896819645732689,-4.861341994226603,1.3861390352249146
32,fleet_shared,-13.247934341430664,-4.885507246376811,-4.862550256834113,1.3861331939697266
33,fleet_shared,-1.612416386604309,-4.865378421900161,-4.862691665087415,1.386123776435852
34,fleet_shared,-8.443638801574707,-4.87805958132045,-4.863460060899067,1.3860567808151245
35,fleet_shared,-0.412399023771286,-4.864090177133655,-4.863491566710796,1.3860434293746948
36,fleet_shared,21.608409881591797,-4.823792270531401,-4.8615066019018265,1.3861078023910522
37,fleet_shared,6.997200012207031,-4.848550724637681,-4.860858808038619,1.3861067295074463
38,fleet_shared,-0.40462568402290344,-4.86147342995169,-4.860889539134272,1.3861132860183716
