episode,instability_humans,instability_CAVs,avg_time_lost,time_excess
205,621,414,90.54,
210,0,315,92.57,
215,0,291,94.57000000000001,
220,0,318,92.97999999999999,
225,0,302,92.84,
230,0,314,94.02,
235,0,309,92.19999999999999,
240,0,297,95.41,
245,0,311,92.01,
250,0,318,93.01,
255,0,309,92.05,
260,0,314,91.92,
265,0,315,94.48,
270,0,306,91.30000000000001,
275,0,312,92.60000000000001,
280,0,320,93.67999999999999,
285,0,317,91.78,
290,0,305,92.25999999999999,
295,0,292,93.04,
300,0,306,91.75,
305,0,293,91.63,
310,0,319,92.59,
315,0,320,92.48,
320,0,312,91.14999999999999,
325,0,296,95.84,
330,0,297,92.88,
335,0,292,94.37,
340,0,290,92.18,
345,0,308,92.45,
350,0,287,91.15,
355,0,284,92.75999999999999,
360,0,283,92.92999999999999,
365,0,266,94.48,
370,0,276,92.44,
375,0,263,91.41,
380,0,265,93.2,
385,0,254,94.71,
390,0,256,92.42,
395,0,248,93.12,
400,0,234,92.09,
405,0,256,94.1,
410,0,235,94.61999999999999,
415,0,250,93.06,
420,0,251,93.22,
425,0,243,90.16000000000001,
430,0,239,89.67999999999999,
435,0,223,92.18,
440,0,207,92.36,
445,0,205,93.24000000000001,
450,0,223,93.49,
455,0,219,92.06,
460,0,201,93.68,
465,0,202,93.11,
470,0,187,92.82000000000001,
475,0,179,94.57,
480,0,170,92.44,
485,0,178,91.9,
490,0,170,93.59,
495,0,182,92.42999999999999,
500,0,180,92.1,
505,0,160,92.57000000000001,
510,0,161,93.82000000000001,
515,0,178,95.79,
520,0,161,94.14,
525,0,152,91.82000000000001,
530,0,152,93.69,
535,0,157,94.00999999999999,
540,0,142,94.35000000000001,
545,0,143,94.13,
550,0,146,94.46000000000001,
555,0,150,94.08,
560,0,139,92.73,
565,0,143,94.61,
570,0,157,91.82,
575,0,158,92.59,
580,0,146,93.51,
585,0,155,91.88,
590,0,155,94.72000000000001,
595,0,161,92.13000000000001,
600,0,155,94.58,
605,0,167,92.94,
610,0,168,93.31,
615,0,164,93.64,
620,0,168,92.86,
625,0,184,93.86,
630,0,178,93.36,
635,0,178,92.86,
640,0,157,91.50999999999999,
645,0,141,92.37,
650,0,162,93.55000000000001,
655,0,178,93.72,
660,0,165,92.38,
665,0,163,94.42,
670,0,162,93.32000000000001,
675,0,157,92.81,
680,0,157,93.88,
685,0,160,92.57000000000001,
690,0,167,91.39,
695,0,184,93.13,
700,0,158,94.69,
705,0,112,95.38000000000001,
710,0,0,95.38000000000001,
715,0,0,95.38000000000001,
720,0,0,95.38000000000001,
725,0,0,95.38000000000001,
730,0,0,95.38000000000001,
735,0,0,95.38000000000001,
740,0,0,95.38000000000001,
745,0,0,95.38000000000001,
750,0,0,95.38000000000001,
755,0,0,95.38000000000001,
760,0,0,95.38000000000001,
765,0,0,95.38000000000001,
770,0,0,95.38000000000001,
775,0,0,95.38000000000001,
780,0,0,95.38000000000001,
785,0,0,95.38000000000001,
790,0,0,95.38000000000001,
795,0,0,95.38000000000001,
800,0,0,95.38000000000001,
