episode,instability_humans,instability_CAVs,avg_time_lost,time_excess
205,621,414,116.84,
210,0,305,92.24,
215,0,317,93.02000000000001,
220,0,305,92.38000000000001,
225,0,313,94.64,
230,0,314,93.0,
235,0,307,93.03,
240,0,320,94.51,
245,0,314,91.57000000000001,
250,0,317,92.84,
255,0,319,91.28,
260,0,308,92.3,
265,0,300,93.28999999999999,
270,0,297,92.41,
275,0,312,91.66,
280,0,309,93.2,
285,0,298,93.02000000000001,
290,0,285,94.88,
295,0,295,91.98,
300,0,304,93.08,
305,0,307,90.96,
310,0,299,92.91,
315,0,282,91.86999999999999,
320,0,299,92.24,
325,0,311,92.86,
330,0,324,93.17999999999999,
335,0,298,92.81,
340,0,298,93.78999999999999,
345,0,286,94.59,
350,0,298,92.73,
355,0,300,91.8,
360,0,288,92.52999999999999,
365,0,291,92.83,
370,0,297,94.95,
375,0,287,93.74,
380,0,277,92.35,
385,0,274,93.85,
390,0,251,91.85,
395,0,245,92.33999999999999,
400,0,257,92.74,
405,0,236,91.86,
410,0,236,92.91,
415,0,260,92.45,
420,0,248,92.04,
425,0,246,91.48,
430,0,241,90.52,
435,0,254,92.07,
440,0,246,91.04,
445,0,248,93.5,
450,0,233,91.39999999999999,
455,0,254,92.03,
460,0,235,93.36,
465,0,223,91.83,
470,0,225,92.23,
475,0,231,91.28999999999999,
480,0,226,91.67999999999999,
485,0,200,92.88999999999999,
490,0,199,93.37,
495,0,205,91.6,
500,0,212,92.29,
505,0,208,92.35000000000001,
510,0,190,92.64,
515,0,199,92.88,
520,0,199,92.26,
525,0,184,92.58,
530,0,187,91.82000000000001,
535,0,190,91.78999999999999,
540,0,204,93.38000000000001,
545,0,200,91.68,
550,0,192,93.17,
555,0,205,91.89999999999999,
560,0,193,91.64999999999999,
565,0,185,91.58,
570,0,191,92.58,
575,0,191,92.09,
580,0,183,92.44,
585,0,198,93.11999999999999,
590,0,162,90.41,
595,0,170,92.10000000000001,
600,0,186,91.48,
605,0,172,92.52,
610,0,168,91.72,
615,0,166,90.86,
620,0,179,91.85000000000001,
625,0,185,92.52000000000001,
630,0,178,91.41,
635,0,171,92.31,
640,0,174,93.46000000000001,
645,0,166,91.77000000000001,
650,0,178,92.63,
655,0,183,91.89,
660,0,172,92.26,
665,0,177,89.69,
670,0,172,92.60000000000001,
675,0,166,91.63,
680,0,154,91.78,
685,0,150,92.5,
690,0,143,91.63,
695,0,150,91.23,
700,0,162,91.8,
705,0,119,92.28,
710,0,0,92.28,
715,0,0,92.28,
720,0,10,91.24,
725,0,9,92.83999999999999,
730,0,3,92.28,
735,0,0,92.28,
740,0,0,92.28,
745,0,3,92.83999999999999,
750,0,0,92.83999999999999,
755,0,0,92.83999999999999,
760,0,0,92.83999999999999,
765,0,0,92.83999999999999,
770,0,0,92.83999999999999,
775,0,0,92.83999999999999,
780,0,0,92.83999999999999,
785,0,0,92.83999999999999,
790,0,3,92.28,
795,0,0,92.28,
800,0,3,92.83999999999999,
