iteration,agent_id,loss,reward,ema_reward,entropy
1,fleet_shared,-0.06930719316005707,-4.746698872785829,-4.746698872785829,1.3861438035964966
2,fleet_shared,-44.839683532714844,-4.8287842190016095,-4.750803140096617,1.3862285614013672
3,fleet_shared,-105.7153549194336,-4.94464573268921,-4.760495269726246,1.3862226009368896
4,fleet_shared,-105.13719940185547,-4.953059581320451,-4.770123485305956,1.3862204551696777
5,fleet_shared,-66.72332000732422,-4.892391304347827,-4.776236876258049,1.3862135410308838
6,fleet_shared,-27.273942947387695,-4.826127214170693,-4.778731393153682,1.3862066268920898
7,fleet_shared,-79.83757781982422,-4.924919484702094,-4.786040797731102,1.3862018585205078
8,fleet_shared,-43.78145217895508,-4.866183574879227,-4.790047936588508,1.3861913681030273
9,fleet_shared,-23.56254005432129,-4.83317230273752,-4.792204154895958,1.3861836194992065
10,fleet_shared,-34.44853591918945,-4.855273752012883,-4.795357634751804,1.3861762285232544
11,fleet_shared,-73.38452911376953,-4.929951690821255,-4.802087337555276,1.3861708641052246
12,fleet_shared,-56.04268264770508,-4.904790660225443,-4.807222503688784,1.3861677646636963
13,fleet_shared,-77.48147583007812,-4.949235104669888,-4.814323133737839,1.3861654996871948
14,fleet_shared,-59.01256561279297,-4.922383252818036,-4.819726139691849,1.3861602544784546
15,fleet_shared,-41.76499938964844,-4.896215780998389,-4.823550621757176,1.3861550092697144
16,fleet_shared,-64.89178466796875,-4.942391304347827,-4.829492655886709,1.3861488103866577
17,fleet_shared,-8.747678756713867,-4.845410628019324,-4.83028855449334,1.3861405849456787
18,fleet_shared,-14.259720802307129,-4.8563204508856685,-4.831590149312956,1.386134147644043
19,fleet_shared,-52.5330696105957,-4.927777777777777,-4.836399530736197,1.3861274719238281
20,fleet_shared,21.239850997924805,-4.797302737520129,-4.834444691075394,1.3861225843429565
21,fleet_shared,-36.09965896606445,-4.900563607085346,-4.837750636875891,1.3861135244369507
22,fleet_shared,-17.39589500427246,-4.869524959742351,-4.839339353019214,1.3861064910888672
23,fleet_shared,-27.9948673248291,-4.890539452495974,-4.841899357993052,1.3860992193222046
24,fleet_shared,-18.900131225585938,-4.876449275362319,-4.843626853861515,1.3860938549041748
25,fleet_shared,-22.256935119628906,-4.884380032206119,-4.845664512778745,1.3860830068588257
26,fleet_shared,-36.42817306518555,-4.912359098228664,-4.84899924205124,1.3860828876495361
27,fleet_shared,-32.586612701416016,-4.90865539452496,-4.851982049674926,1.3860784769058228
28,fleet_shared,6.166158676147461,-4.840539452495975,-4.851409919815978,1.3860721588134766
29,fleet_shared,-18.75132942199707,-4.885668276972624,-4.85312283767381,1.3860712051391602
30,fleet_shared,-28.794870376586914,-4.905797101449276,-4.8557565508625835,1.386063575744629
31,fleet_shared,-33.15195846557617,-4.916465378421901,-4.858791992240549,1.3860608339309692
32,fleet_shared,-37.47221374511719,-4.927415458937198,-4.862223165575382,1.3860572576522827
33,fleet_shared,-20.3018856048584,-4.899355877616747,-4.86407980117745,1.3860501050949097
34,fleet_shared,-43.41817855834961,-4.943558776167472,-4.868053749926951,1.3860455751419067
35,fleet_shared,-17.0263671875,-4.899154589371981,-4.869608791899203,1.3860431909561157
36,fleet_shared,10.807903289794922,-4.84963768115942,-4.868610236362214,1.386038064956665
37,fleet_shared,44.94075012207031,-4.785990338164251,-4.864479241452315,1.3860342502593994
38,fleet_shared,-10.966375350952148,-4.884460547504025,-4.865478306754901,1.3860244750976562
39,fleet_shared,-5.7448883056640625,-4.875885668276973,-4.865998674831004,1.3860219717025757
40,fleet_shared,-54.09798812866211,-4.964975845410628,-4.870947533359985,1.386014461517334
41,fleet_shared,-29.627729415893555,-4.92512077294686,-4.873656195339328,1.3860055208206177
42,fleet_shared,-6.21990442276001,-4.884943639291465,-4.874220567536934,1.3859901428222656
43,fleet_shared,-10.091379165649414,-4.892592592592592,-4.875139168789717,1.385981798171997
44,fleet_shared,6.26001501083374,-4.863526570048309,-4.8745585388526464,1.3859708309173584
45,fleet_shared,29.895551681518555,-4.819524959742352,-4.871806859897132,1.3859565258026123
46,fleet_shared,-11.05446720123291,-4.891988727858293,-4.87281595329519,1.3859474658966064
47,fleet_shared,23.723628997802734,-4.82914653784219,-4.870632482522539,1.3859363794326782
48,fleet_shared,-14.186304092407227,-4.896537842190016,-4.871927750505913,1.3859294652938843
49,fleet_shared,14.238580703735352,-4.8456924315619965,-4.870615984558717,1.385915994644165
50,fleet_shared,-12.686741828918457,-4.8937600644122385,-4.871773188551393,1.3859096765518188
51,fleet_shared,9.493287086486816,-4.854227053140097,-4.870895881780828,1.385899305343628
52,fleet_shared,1.2705868482589722,-4.868438003220613,-4.870772987852817,1.3858954906463623
53,fleet_shared,-18.849084854125977,-4.905233494363929,-4.872496013178372,1.3858822584152222
54,fleet_shared,7.397924423217773,-4.85877616747182,-4.871810020893044,1.3858821392059326
55,fleet_shared,8.41187572479248,-4.8562399355877615,-4.87103151662778,1.3858704566955566
56,fleet_shared,-12.390657424926758,-4.893639291465378,-4.87216190536966,1.3858736753463745
57,fleet_shared,-36.29136657714844,-4.938526570048309,-4.875480138603593,1.3858637809753418
58,fleet_shared,0.08263873308897018,-4.875201288244767,-4.875466196085651,1.3858528137207031
59,fleet_shared,-234.82447814941406,-5.306119162640901,-4.896998844413414,1.3858466148376465
60,fleet_shared,16.32369041442871,-4.86694847020934,-4.89549632570321,1.3858387470245361
61,fleet_shared,2.147512674331665,-4.891425120772947,-4.895292765456697,1.385830044746399
